code,gpt4o_consumer_final,gemini_consumer_final,gemini_type,agree_xv,final_label_xv
1631112,False,False,raw_material,True,non_consumer
1631211,False,False,raw_material,True,non_consumer
1631221,False,False,raw_material,True,non_consumer
1631231,False,False,raw_material,True,non_consumer
1631241,False,False,raw_material,True,non_consumer
1631251,False,False,raw_material,True,non_consumer
1631252,False,False,raw_material,True,non_consumer
1631253,False,False,raw_material,True,non_consumer
1711111,True,True,consumer_good,True,consumer_final
1711112,True,True,consumer_good,True,consumer_final
1711121,True,True,consumer_good,True,consumer_final
1711131,True,True,consumer_good,True,consumer_final
1711141,True,True,consumer_good,True,consumer_final
1711142,True,True,consumer_good,True,consumer_final
1711151,True,True,consumer_good,True,consumer_final
1721111,True,False,intermediate_good,False,REVIEW
1721121,True,True,consumer_good,True,consumer_final
1721131,True,True,consumer_good,True,consumer_final
1721141,True,True,consumer_good,True,consumer_final
1721211,True,False,intermediate_good,False,REVIEW
1721212,True,True,consumer_good,True,consumer_final
1721311,True,True,consumer_good,True,consumer_final
1721321,True,True,consumer_good,True,consumer_final
1721331,True,True,consumer_good,True,consumer_final
1721411,False,False,intermediate_good,True,non_consumer
1721412,True,True,consumer_good,True,consumer_final
1721511,True,True,consumer_good,True,consumer_final
1721521,True,True,consumer_good,True,consumer_final
1721531,True,True,consumer_good,True,consumer_final
1721541,True,True,consumer_good,True,consumer_final
1721542,True,True,consumer_good,True,consumer_final
1721551,True,True,consumer_good,True,consumer_final
1721561,False,False,intermediate_good,True,non_consumer
1721562,False,False,intermediate_good,True,non_consumer
1721571,False,False,raw_material,True,non_consumer
1721581,False,False,intermediate_good,True,non_consumer
1721582,True,True,consumer_good,True,consumer_final
1721583,False,False,intermediate_good,True,non_consumer
1731111,False,False,intermediate_good,True,non_consumer
1731112,False,False,intermediate_good,True,non_consumer
1731121,True,True,consumer_good,True,consumer_final
1731131,True,True,consumer_good,True,consumer_final
1731141,True,True,consumer_good,True,consumer_final
1731151,True,True,consumer_good,True,consumer_final
1731161,True,True,consumer_good,True,consumer_final
1731211,True,True,consumer_good,True,consumer_final
1731221,True,True,consumer_good,True,consumer_final
1731231,True,True,consumer_good,True,consumer_final
1731241,True,False,intermediate_good,False,REVIEW
1731251,True,False,intermediate_good,False,REVIEW
1731261,True,True,consumer_good,True,consumer_final
1731311,True,True,consumer_good,True,consumer_final
1731312,True,True,consumer_good,True,consumer_final
1731321,True,True,consumer_good,True,consumer_final
1731331,True,True,consumer_good,True,consumer_final
1731411,True,True,consumer_good,True,consumer_final
1811111,True,True,consumer_good,True,consumer_final
1811112,True,True,consumer_good,True,consumer_final
1811211,False,False,intermediate_good,True,non_consumer
1811212,False,False,intermediate_good,True,non_consumer
1811221,False,False,intermediate_good,True,non_consumer
1811231,False,False,intermediate_good,True,non_consumer
1811241,False,False,intermediate_good,True,non_consumer
1811242,True,True,consumer_good,True,consumer_final
1811251,False,False,intermediate_good,True,non_consumer
1811252,False,False,intermediate_good,True,non_consumer
1811253,False,False,intermediate_good,True,non_consumer
1811254,False,False,intermediate_good,True,non_consumer
1821111,False,True,consumer_good,False,REVIEW
1821121,True,True,consumer_good,True,consumer_final
1821122,True,True,consumer_good,True,consumer_final
1821211,False,False,intermediate_good,True,non_consumer
1821212,True,True,consumer_good,True,consumer_final
1821221,False,False,intermediate_good,True,non_consumer
1821222,True,True,consumer_good,True,consumer_final
1821241,False,False,intermediate_good,True,non_consumer
1821242,True,True,consumer_good,True,consumer_final
1821291,False,False,intermediate_good,True,non_consumer
1821292,True,True,consumer_good,True,consumer_final
1821293,True,True,consumer_good,True,consumer_final
1821294,True,True,consumer_good,True,consumer_final
1821295,False,False,intermediate_good,True,non_consumer
1821311,False,False,intermediate_good,True,non_consumer
1821312,True,True,consumer_good,True,consumer_final
1821313,True,False,intermediate_good,False,REVIEW
1821314,False,False,intermediate_good,True,non_consumer
1821321,False,False,intermediate_good,True,non_consumer
1821331,False,False,intermediate_good,True,non_consumer
1821341,False,False,intermediate_good,True,non_consumer
1821351,False,False,intermediate_good,True,non_consumer
1821361,False,False,intermediate_good,True,non_consumer
1821362,True,True,consumer_good,True,consumer_final
1821371,False,False,intermediate_good,True,non_consumer
1821372,False,False,intermediate_good,True,non_consumer
1821411,False,False,raw_material,True,non_consumer
1821412,False,False,intermediate_good,True,non_consumer
1821413,False,False,intermediate_good,True,non_consumer
1821421,False,False,intermediate_good,True,non_consumer
1821422,True,True,consumer_good,True,consumer_final
1831111,True,True,consumer_good,True,consumer_final
1831211,True,True,consumer_good,True,consumer_final
1831221,True,True,consumer_good,True,consumer_final
1831311,True,True,consumer_good,True,consumer_final
1831312,True,True,consumer_good,True,consumer_final
1831411,True,True,consumer_good,True,consumer_final
1831412,True,True,consumer_good,True,consumer_final
1831421,True,True,consumer_good,True,consumer_final
1831431,True,True,consumer_good,True,consumer_final
1832111,True,True,consumer_good,True,consumer_final
1832112,True,False,intermediate_good,False,REVIEW
1832211,True,True,consumer_good,True,consumer_final
1832221,True,True,consumer_good,True,consumer_final
1832231,True,True,consumer_good,True,consumer_final
1833111,True,True,consumer_good,True,consumer_final
1833121,True,True,consumer_good,True,consumer_final
1833122,True,True,consumer_good,True,consumer_final
1833123,True,True,consumer_good,True,consumer_final
1834111,False,False,intermediate_good,True,non_consumer
1834112,False,False,intermediate_good,True,non_consumer
1834121,False,False,intermediate_good,True,non_consumer
1834211,True,True,consumer_good,True,consumer_final
1834212,True,True,consumer_good,True,consumer_final
1834213,True,True,consumer_good,True,consumer_final
1834221,False,False,intermediate_good,True,non_consumer
1834222,True,True,consumer_good,True,consumer_final
1834223,True,True,consumer_good,True,consumer_final
1835111,True,True,consumer_good,True,consumer_final
1835112,True,True,consumer_good,True,consumer_final
1835121,True,True,consumer_good,True,consumer_final
1835122,True,True,consumer_good,True,consumer_final
1835123,True,True,consumer_good,True,consumer_final
1835124,True,True,consumer_good,True,consumer_final
1835131,True,True,consumer_good,True,consumer_final
1835141,True,True,consumer_good,True,consumer_final
1835151,True,True,consumer_good,True,consumer_final
1835161,False,False,intermediate_good,True,non_consumer
1835162,True,True,consumer_good,True,consumer_final
1835211,True,True,consumer_good,True,consumer_final
1835221,True,True,consumer_good,True,consumer_final
1835231,True,True,consumer_good,True,consumer_final
1836121,True,True,consumer_good,True,consumer_final
1836131,True,True,consumer_good,True,consumer_final
1836132,True,True,consumer_good,True,consumer_final
1836133,True,True,consumer_good,True,consumer_final
1836134,True,True,consumer_good,True,consumer_final
1836135,False,False,intermediate_good,True,non_consumer
1836136,True,True,consumer_good,True,consumer_final
1836137,True,False,intermediate_good,False,REVIEW
1836138,True,True,consumer_good,True,consumer_final
1911111,True,True,consumer_good,True,consumer_final
1911121,True,False,intermediate_good,False,REVIEW
1911131,True,True,consumer_good,True,consumer_final
1921111,True,True,consumer_good,True,consumer_final
1921121,True,True,consumer_good,True,consumer_final
1921122,True,True,consumer_good,True,consumer_final
1921131,True,True,consumer_good,True,consumer_final
1931111,True,True,consumer_good,True,consumer_final
1931112,True,True,consumer_good,True,consumer_final
1931113,True,True,consumer_good,True,consumer_final
1931121,True,True,consumer_good,True,consumer_final
1931122,True,True,consumer_good,True,consumer_final
1931123,True,True,consumer_good,True,consumer_final
1931131,True,True,consumer_good,True,consumer_final
2111111,True,True,consumer_good,True,consumer_final
2111112,True,True,consumer_good,True,consumer_final
2111113,False,False,wholesale,True,non_consumer
2111114,True,True,consumer_good,True,consumer_final
2111211,True,True,consumer_good,True,consumer_final
2111221,True,True,consumer_good,True,consumer_final
2111311,True,True,consumer_good,True,consumer_final
2111321,True,True,consumer_good,True,consumer_final
2121111,True,True,consumer_good,True,consumer_final
2121121,True,True,consumer_good,True,consumer_final
2121122,True,True,consumer_good,True,consumer_final
2121123,True,True,consumer_good,True,consumer_final
2121124,True,True,consumer_good,True,consumer_final
2121125,True,True,consumer_good,True,consumer_final
2121131,True,True,consumer_good,True,consumer_final
2121132,True,True,consumer_good,True,consumer_final
2121133,True,True,consumer_good,True,consumer_final
2121211,False,False,intermediate_good,True,non_consumer
2131111,False,False,intermediate_good,True,non_consumer
2131112,True,True,consumer_good,True,consumer_final
2131113,True,True,consumer_good,True,consumer_final
2131121,False,False,intermediate_good,True,non_consumer
2131122,True,True,consumer_good,True,consumer_final
2131123,True,True,consumer_good,True,consumer_final
2131211,False,False,intermediate_good,True,non_consumer
2131212,True,True,consumer_good,True,consumer_final
2131213,True,True,consumer_good,True,consumer_final
2131221,False,False,intermediate_good,True,non_consumer
2131222,True,True,consumer_good,True,consumer_final
2131223,True,True,consumer_good,True,consumer_final
2131351,False,False,intermediate_good,True,non_consumer
2131361,False,False,intermediate_good,True,non_consumer
2131362,True,True,consumer_good,True,consumer_final
2131363,True,True,consumer_good,True,consumer_final
2131364,True,True,consumer_good,True,consumer_final
2131365,True,True,consumer_good,True,consumer_final
2131369,True,True,consumer_good,True,consumer_final
2131371,True,True,consumer_good,True,consumer_final
2131372,True,True,consumer_good,True,consumer_final
2131391,True,True,consumer_good,True,consumer_final
2131399,True,True,consumer_good,True,consumer_final
2211111,False,False,intermediate_good,True,non_consumer
2211121,False,False,intermediate_good,True,non_consumer
2211122,False,False,intermediate_good,True,non_consumer
2211131,False,False,intermediate_good,True,non_consumer
2211141,False,False,intermediate_good,True,non_consumer
2211151,False,False,intermediate_good,True,non_consumer
2211161,False,False,intermediate_good,True,non_consumer
2211162,False,False,intermediate_good,True,non_consumer
2211171,False,False,intermediate_good,True,non_consumer
2211172,False,False,intermediate_good,True,non_consumer
2211211,False,False,intermediate_good,True,non_consumer
2211212,False,False,intermediate_good,True,non_consumer
2211213,False,False,intermediate_good,True,non_consumer
2211214,False,False,intermediate_good,True,non_consumer
2211215,False,False,intermediate_good,True,non_consumer
2211216,False,False,raw_material,True,non_consumer
2211221,False,True,consumer_good,False,REVIEW
2211311,False,False,intermediate_good,True,non_consumer
2311111,True,True,consumer_good,True,consumer_final
2311121,True,True,consumer_good,True,consumer_final
2311131,True,True,consumer_good,True,consumer_final
2311141,True,True,consumer_good,True,consumer_final
2311151,True,True,consumer_good,True,consumer_final
2311161,True,True,consumer_good,True,consumer_final
2311162,True,True,consumer_good,True,consumer_final
2311171,True,True,consumer_good,True,consumer_final
2311181,True,True,consumer_good,True,consumer_final
2311182,True,True,consumer_good,True,consumer_final
2311211,True,True,consumer_good,True,consumer_final
2311221,True,True,consumer_good,True,consumer_final
2311231,True,True,consumer_good,True,consumer_final
2311241,True,True,consumer_good,True,consumer_final
2311251,True,True,consumer_good,True,consumer_final
2311261,True,True,consumer_good,True,consumer_final
2311271,True,True,consumer_good,True,consumer_final
2311272,True,True,consumer_good,True,consumer_final
2311281,True,True,consumer_good,True,consumer_final
2311282,True,True,consumer_good,True,consumer_final
2311283,True,True,consumer_good,True,consumer_final
2311311,True,True,consumer_good,True,consumer_final
2311321,True,True,consumer_good,True,consumer_final
2311331,True,True,consumer_good,True,consumer_final
2311511,True,True,consumer_good,True,consumer_final
2311512,True,True,consumer_good,True,consumer_final
2311513,True,True,consumer_good,True,consumer_final
2311521,True,True,consumer_good,True,consumer_final
2311531,True,True,consumer_good,True,consumer_final
2311591,True,True,consumer_good,True,consumer_final
2311599,True,False,component_or_part,False,REVIEW
2312211,True,True,consumer_good,True,consumer_final
2312212,True,True,consumer_good,True,consumer_final
2312213,True,True,consumer_good,True,consumer_final
2312221,False,False,capital_equipment,True,non_consumer
2312291,True,True,consumer_good,True,consumer_final
2312292,True,True,consumer_good,True,consumer_final
2312293,True,True,consumer_good,True,consumer_final
2312294,True,True,consumer_good,True,consumer_final
2312295,True,True,consumer_good,True,consumer_final
2312299,True,True,consumer_good,True,consumer_final
2313111,True,True,consumer_good,True,consumer_final
2313112,True,True,consumer_good,True,consumer_final
2313121,True,True,consumer_good,True,consumer_final
2313122,False,False,component_or_part,True,non_consumer
2313123,False,False,component_or_part,True,non_consumer
2321111,True,True,consumer_good,True,consumer_final
2321211,True,True,consumer_good,True,consumer_final
2321221,True,True,consumer_good,True,consumer_final
2321222,True,True,consumer_good,True,consumer_final
2321223,True,True,consumer_good,True,consumer_final
2321311,False,False,intermediate_good,True,non_consumer
2321321,False,True,consumer_good,False,REVIEW
2321331,True,True,consumer_good,True,consumer_final
2321332,False,False,capital_equipment,True,non_consumer
2321333,True,True,consumer_good,True,consumer_final
2321341,True,True,consumer_good,True,consumer_final
2321342,False,False,intermediate_good,True,non_consumer
2321343,True,True,consumer_good,True,consumer_final
2321344,False,False,component_or_part,True,non_consumer
2321345,True,True,consumer_good,True,consumer_final
2321346,False,False,raw_material,True,non_consumer
2411111,False,False,intermediate_good,True,non_consumer
2411211,False,False,intermediate_good,True,non_consumer
2411221,False,False,intermediate_good,True,non_consumer
2411231,False,False,intermediate_good,True,non_consumer
2411241,False,False,intermediate_good,True,non_consumer
2411251,False,False,intermediate_good,True,non_consumer
2412111,False,False,intermediate_good,True,non_consumer
2412121,False,False,intermediate_good,True,non_consumer
2412211,False,False,intermediate_good,True,non_consumer
2412212,True,True,consumer_good,True,consumer_final
2412213,False,False,intermediate_good,True,non_consumer
2412221,False,False,intermediate_good,True,non_consumer
2412222,False,False,intermediate_good,True,non_consumer
2412311,False,False,intermediate_good,True,non_consumer
2412321,False,False,intermediate_good,True,non_consumer
2412331,False,False,intermediate_good,True,non_consumer
2412332,False,False,intermediate_good,True,non_consumer
2412341,False,False,intermediate_good,True,non_consumer
2412342,False,False,intermediate_good,True,non_consumer
2412351,False,False,intermediate_good,True,non_consumer
2412352,False,False,intermediate_good,True,non_consumer
2412353,False,False,intermediate_good,True,non_consumer
2412361,False,False,intermediate_good,True,non_consumer
2412362,False,False,intermediate_good,True,non_consumer
2412363,False,False,intermediate_good,True,non_consumer
2412411,False,False,intermediate_good,True,non_consumer
2412412,False,False,intermediate_good,True,non_consumer
2412421,False,False,intermediate_good,True,non_consumer
2412422,False,False,intermediate_good,True,non_consumer
2412423,False,False,intermediate_good,True,non_consumer
2511111,False,False,raw_material,True,non_consumer
2511112,False,False,raw_material,True,non_consumer
2511211,False,False,intermediate_good,True,non_consumer
2511221,False,False,intermediate_good,True,non_consumer
2511231,False,False,intermediate_good,True,non_consumer
2511241,False,False,intermediate_good,True,non_consumer
2511251,False,False,raw_material,True,non_consumer
2511252,False,False,raw_material,True,non_consumer
2512111,False,False,intermediate_good,True,non_consumer
2512211,False,False,intermediate_good,True,non_consumer
2512212,False,False,intermediate_good,True,non_consumer
2512221,False,False,intermediate_good,True,non_consumer
2512231,False,False,intermediate_good,True,non_consumer
2512241,False,False,intermediate_good,True,non_consumer
2512251,False,False,intermediate_good,True,non_consumer
2512252,False,False,intermediate_good,True,non_consumer
2512261,False,False,intermediate_good,True,non_consumer
2512262,False,False,intermediate_good,True,non_consumer
2512311,False,False,intermediate_good,True,non_consumer
2512321,False,False,intermediate_good,True,non_consumer
2512322,False,False,intermediate_good,True,non_consumer
2512331,False,False,intermediate_good,True,non_consumer
2512332,False,False,intermediate_good,True,non_consumer
2521111,True,True,consumer_good,True,consumer_final
2521121,True,True,consumer_good,True,consumer_final
2521122,True,True,consumer_good,True,consumer_final
2521211,True,True,consumer_finance,True,consumer_final
2521212,False,False,b2b_service,True,non_consumer
2521213,False,False,b2b_service,True,non_consumer
2521214,False,False,b2b_service,True,non_consumer
2521215,False,False,b2b_service,True,non_consumer
2521221,True,True,consumer_good,True,consumer_final
2521222,True,True,consumer_good,True,consumer_final
2521223,True,True,consumer_good,True,consumer_final
2521224,True,False,b2b_service,False,REVIEW
2521311,True,True,consumer_good,True,consumer_final
2521411,True,True,consumer_good,True,consumer_final
2521421,True,True,consumer_good,True,consumer_final
2521431,True,True,consumer_good,True,consumer_final
2521441,True,True,consumer_good,True,consumer_final
2521511,True,True,consumer_good,True,consumer_final
2521521,False,False,intermediate_good,True,non_consumer
2521522,False,False,intermediate_good,True,non_consumer
2521523,False,False,intermediate_good,True,non_consumer
2521531,True,True,consumer_good,True,consumer_final
2521532,False,False,intermediate_good,True,non_consumer
2611111,False,False,intermediate_good,True,non_consumer
2611112,False,False,intermediate_good,True,non_consumer
2611113,False,False,intermediate_good,True,non_consumer
2612111,True,True,consumer_good,True,consumer_final
2612112,True,True,consumer_good,True,consumer_final
2612113,True,True,consumer_good,True,consumer_final
2612121,False,False,intermediate_good,True,non_consumer
2612131,False,False,intermediate_good,True,non_consumer
2612132,False,False,intermediate_good,True,non_consumer
2612211,True,True,consumer_good,True,consumer_final
2612221,True,True,consumer_good,True,consumer_final
2612222,False,True,consumer_good,False,REVIEW
2613111,False,False,intermediate_good,True,non_consumer
2613121,False,False,intermediate_good,True,non_consumer
2613122,False,False,intermediate_good,True,non_consumer
2613211,True,True,consumer_good,True,consumer_final
2613212,True,True,consumer_good,True,consumer_final
2613221,True,True,consumer_good,True,consumer_final
2613311,False,False,intermediate_good,True,non_consumer
2621111,False,False,intermediate_good,True,non_consumer
2621121,False,False,intermediate_good,True,non_consumer
2621131,False,False,intermediate_good,True,non_consumer
2621132,False,False,intermediate_good,True,non_consumer
